,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
8,7,1015.8,,14.3,,88,4.5,360,,,0.0,,,,
9,8,1016.4,,14.6,,88,5.2,5,,,0.0,,,,
10,9,1016.5,,15.3,,86,5.9,12,,,0.0,,,,
11,10,1016.9,,15.8,,84,5.2,360,,,0.0,,,,
12,11,1016.7,,16.4,,80,5.8,9,,,0.0,,,,
13,12,1015.8,,17.0,,76,6.4,14,,,0.0,,,,
14,13,1014.7,,16.6,,77,6.6,10,,,0.0,,,,
15,14,1014.2,,16.4,,77,5.7,6,,,0.0,,,,
16,15,1013.9,,15.6,,82,6.3,360,,,0.0,,,,
17,16,1014.5,,15.3,,82,6.3,3,,,0.0,,,,
18,17,1015.2,,14.8,,82,6.0,1,,,0.0,,,,
19,18,1016.1,,14.3,,84,5.1,360,,,0.0,,,,
20,19,1016.6,,13.9,,87,5.0,10,,,0.0,,,,
21,20,1016.6,,13.7,,88,3.8,1,,,0.0,,,,
22,21,1016.5,,13.5,,88,3.9,5,,,0.0,,,,
23,22,1016.3,,13.1,,89,4.6,4,,,0.0,,,,
24,23,1016.3,,12.9,,89,5.4,360,,,0.0,,,,
25,24,1016.2,,12.7,,89,5.6,8,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-01-14,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1016.1,,12.7,,90,4.1,13,,,0.0,,,,
3,2,1015.6,,12.9,,89,3.3,24,,,0.0,,,,
4,3,1015.3,,12.6,,92,1.3,21,,,0.0,,,,
5,4,1015.1,,12.7,,90,3.0,356,,,0.0,,,,
6,5,1015.3,,12.8,,89,4.0,359,,,0.0,,,,
7,6,1015.5,,12.2,,91,4.4,4,,,0.0,,,,
8,7,1016.4,,12.2,,90,5.0,359,,,0.0,,,,
9,8,1017.3,,13.4,,84,5.8,7,,,0.0,,,,
10,9,1017.7,,14.7,,77,8.1,12,,,0.0,,,,
11,10,1017.6,,16.1,,74,6.4,12,,,0.0,,,,
12,11,1016.5,,16.8,,70,5.0,22,,,0.0,,,,
13,12,1014.0,,17.8,,74,1.5,82,,,0.0,,,,
14,13,1013.0,,18.8,,72,0.9,34,,,0.0,,,,
15,14,1013.5,,18.4,,71,4.7,312,,,0.0,,,,
16,15,1013.1,,17.8,,73,5.5,341,,,0.0,,,,
17,16,1012.5,,17.4,,74,5.7,359,,,0.0,,,,
18,17,1013.5,,16.5,,77,5.0,352,,,0.0,,,,
19,18,1014.0,,15.6,,80,4.9,1,,,0.0,,,,
20,19,1014.8,,15.2,,81,4.0,3,,,0.0,,,,
21,20,1015.3,,14.9,,83,2.3,359,,,0.0,,,,
22,21,1015.3,,14.4,,86,2.9,345,,,0.0,,,,
23,22,1015.1,,14.3,,87,3.1,6,,,0.0,,,,
24,23,1013.9,,13.9,,89,2.1,28,,,0.0,,,,
25,24,1013.4,,13.5,,92,1.8,324,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-01-15,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1012.6,,13.6,,92,2.4,334,,,0.0,,,,
3,2,1012.2,,14.2,,90,3.3,17,,,0.0,,,,
4,3,1011.8,,14.2,,89,1.3,38,,,0.0,,,,
5,4,1011.4,,13.9,,92,1.3,360,,,0.0,,,,
6,5,1011.3,,14.0,,92,1.9,360,,,0.0,,,,
7,6,1012.2,,14.2,,92,3.9,359,,,0.0,,,,
8,7,1012.6,,14.6,,90,4.0,13,,,0.0,,,,
9,8,1012.6,,14.7,,91,4.1,1,,,0.0,,,,
10,9,1012.7,,15.3,,89,3.4,8,,,0.0,,,,
11,10,1013.5,,16.3,,84,2.3,345,,,0.0,,,,
12,11,1012.9,,16.2,,87,2.8,333,,,0.0,,,,
13,12,1012.8,,16.2,,93,3.1,8,,,0.5,,,,
14,13,1012.3,,15.9,,98,2.8,10,,,1.0,,,,
15,14,1011.3,,16.1,,94,3.5,16,,,0.0,,,,
16,15,1010.5,,16.3,,93,3.1,3,,,0.0,,,,
17,16,1011.2,,16.2,,94,3.1,359,,,0.5,,,,
18,17,1012.1,,15.9,,92,3.5,359,,,0.5,,,,
19,18,1012.0,,15.4,,97,2.9,18,,,0.5,,,,
20,19,1012.1,,15.4,,98,3.3,360,,,0.0,,,,
21,20,1012.1,,15.3,,95,3.1,10,,,0.0,,,,
22,21,1012.5,,15.3,,96,2.8,9,,,0.0,,,,
23,22,1012.6,,15.1,,97,2.7,346,,,0.5,,,,
24,23,1012.4,,15.0,,97,2.5,341,,,0.0,,,,
25,24,1011.9,,15.0,,97,1.5,35,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-01-16,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1011.6,,15.0,,98,0.2,0,,,0.5,,,,
3,2,1011.5,,14.9,,97,3.2,348,,,0.0,,,,
4,3,1010.7,,15.2,,96,4.0,6,,,0.0,,,,
5,4,1010.4,,14.7,,96,3.5,349,,,0.0,,,,
6,5,1011.0,,15.0,,91,4.3,360,,,0.0,,,,
7,6,1011.3,,14.4,,95,3.1,23,,,0.0,,,,
8,7,1012.1,,14.2,,97,1.5,354,,,0.0,,,,
9,8,1012.4,,15.6,,92,5.1,9,,,0.0,,,,
10,9,1012.6,,16.4,,85,4.6,18,,,0.0,,,,
11,10,1012.4,,18.3,,80,3.6,10,,,0.0,,,,
12,11,1011.7,,19.7,,78,3.3,348,,,0.0,,,,
13,12,1010.9,,20.3,,75,4.1,353,,,0.0,,,,
14,13,1009.8,,21.4,,68,1.8,13,,,0.0,,,,
15,14,1008.9,,22.1,,67,2.4,345,,,0.0,,,,
16,15,1008.3,,21.9,,75,2.7,347,,,0.0,,,,
17,16,1008.8,,20.7,,80,3.8,353,,,0.0,,,,
18,17,1008.9,,19.1,,87,4.6,350,,,0.0,,,,
19,18,1009.4,,18.5,,90,2.8,348,,,0.0,,,,
20,19,1009.7,,18.2,,92,2.1,340,,,0.0,,,,
21,20,1009.6,,18.0,,94,1.0,14,,,0.0,,,,
22,21,1009.7,,17.7,,96,1.0,300,,,0.0,,,,
23,22,1009.7,,17.6,,97,1.0,303,,,0.0,,,,
24,23,1009.1,,17.5,,99,1.4,27,,,0.5,,,,
25,24,1008.1,,17.2,,99,1.0,8,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-01-17,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1007.3,,17.4,,99,0.0,0,,,0.0,,,,
3,2,1007.1,,17.1,,99,2.4,303,,,0.0,,,,
4,3,1007.0,,17.0,,99,0.3,326,,,0.5,,,,
5,4,1005.8,,17.2,,99,1.4,76,,,0.0,,,,
6,5,1005.6,,17.3,,99,2.5,345,,,0.0,,,,
7,6,1005.4,,17.2,,99,0.6,23,,,0.0,,,,
8,7,1006.4,,17.2,,99,2.1,306,,,0.0,,,,
9,8,1006.2,,17.0,,99,4.5,359,,,0.0,,,,
10,9,1006.9,,17.1,,99,6.0,7,,,0.0,,,,
11,10,1006.5,,17.1,,99,5.0,17,,,2.0,,,,
12,11,1007.2,,16.7,,99,4.3,27,,,5.0,,,,
13,12,1006.9,,17.0,,99,2.9,21,,,5.0,,,,
14,13,1005.9,,17.3,,99,2.1,41,,,1.0,,,,
15,14,1005.1,,18.4,,98,1.6,61,,,0.0,,,,
16,15,1004.9,,19.1,,94,0.8,83,,,0.0,,,,
17,16,1005.5,,18.9,,97,1.4,35,,,0.5,,,,
18,17,1006.3,,18.6,,99,1.5,24,,,1.0,,,,
19,18,1006.7,,18.3,,99,2.4,355,,,0.0,,,,
20,19,1007.1,,18.0,,99,2.5,30,,,0.0,,,,
21,20,1006.3,,18.1,,99,1.0,75,,,0.0,,,,
22,21,1008.4,,17.6,,88,4.8,342,,,0.0,,,,
23,22,1008.6,,17.2,,91,6.9,356,,,0.0,,,,
24,23,1009.4,,17.0,,92,5.9,2,,,0.0,,,,
25,24,1010.0,,16.0,,89,6.4,360,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-01-18,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1010.3,,15.2,,88,6.0,5,,,0.0,,,,
3,2,1009.7,,14.4,,88,7.1,4,,,0.0,,,,
4,3,1009.6,,13.8,,87,8.1,4,,,0.0,,,,
5,4,1009.7,,13.3,,87,7.5,10,,,0.0,,,,
6,5,1010.0,,13.6,,78,6.4,6,,,0.0,,,,
7,6,1010.8,,13.4,,77,6.3,9,,,0.0,,,,
8,7,1011.7,,13.4,,76,5.0,8,,,0.0,,,,
9,8,1012.5,,13.7,,77,4.7,6,,,0.0,,,,
10,9,1012.9,,14.6,,71,7.3,2,,,0.0,,,,
11,10,1013.1,,16.0,,66,7.5,3,,,0.0,,,,
12,11,1012.9,,16.7,,65,6.8,360,,,0.0,,,,
13,12,1012.0,,17.3,,66,6.2,7,,,0.0,,,,
14,13,1011.4,,17.0,,70,7.3,353,,,0.0,,,,
15,14,1011.0,,17.1,,70,6.7,357,,,0.0,,,,
16,15,1010.9,,17.5,,69,5.8,360,,,0.0,,,,
17,16,1011.3,,17.3,,70,5.1,359,,,0.0,,,,
18,17,1011.8,,16.4,,75,4.9,357,,,0.0,,,,
19,18,1012.5,,15.5,,77,4.6,2,,,0.0,,,,
20,19,1013.2,,14.9,,77,4.3,3,,,0.0,,,,
21,20,1013.7,,14.6,,76,4.0,5,,,0.0,,,,
22,21,1014.3,,14.0,,76,3.9,2,,,0.0,,,,
23,22,1014.7,,13.5,,79,2.2,24,,,0.0,,,,
24,23,1014.7,,13.6,,81,1.4,6,,,0.0,,,,
25,24,1014.7,,13.8,,83,1.8,2,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-01-19,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1014.6,,13.7,,83,1.9,336,,,0.0,,,,
3,2,1014.1,,13.6,,84,2.3,358,,,0.0,,,,
4,3,1014.4,,13.8,,83,1.1,344,,,0.0,,,,
5,4,1014.3,,13.8,,82,2.3,2,,,0.0,,,,
6,5,1014.8,,14.0,,81,2.9,11,,,0.0,,,,
7,6,1015.5,,14.2,,81,1.9,6,,,0.0,,,,
8,7,1016.2,,13.8,,86,2.0,348,,,0.0,,,,
9,8,1017.0,,14.2,,85,3.0,2,,,0.0,,,,
10,9,1017.9,,15.1,,82,4.7,3,,,0.0,,,,
11,10,1018.0,,16.2,,77,4.9,3,,,0.0,,,,
12,11,1017.2,,17.3,,73,5.6,353,,,0.0,,,,
13,12,1016.5,,18.4,,71,5.5,354,,,0.0,,,,
14,13,1015.6,,18.4,,72,6.9,358,,,0.0,,,,
15,14,1014.9,,18.5,,74,6.4,354,,,0.0,,,,
16,15,1014.7,,18.4,,70,6.3,360,,,0.0,,,,
17,16,1015.0,,17.6,,73,6.2,2,,,0.0,,,,
18,17,1015.3,,16.4,,77,5.2,360,,,0.0,,,,
19,18,1016.0,,15.0,,82,5.4,360,,,0.0,,,,
20,19,1016.4,,14.4,,84,5.8,2,,,0.0,,,,
21,20,1017.5,,14.2,,84,4.0,2,,,0.0,,,,
22,21,1017.8,,13.8,,85,3.9,4,,,0.0,,,,
23,22,1018.2,,13.6,,84,4.4,3,,,0.0,,,,
24,23,1018.4,,13.7,,84,3.9,11,,,0.0,,,,
25,24,1018.3,,13.5,,83,4.2,1,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-01-20,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1018.0,,13.4,,84,4.5,6,,,0.0,,,,
3,2,1017.5,,13.1,,87,3.9,9,,,0.0,,,,
4,3,1017.3,,13.3,,87,4.0,358,,,0.0,,,,
5,4,1017.2,,13.2,,88,4.9,2,,,0.0,,,,
6,5,1017.4,,13.2,,89,4.1,8,,,0.0,,,,
7,6,1017.7,,13.3,,88,4.3,7,,,0.0,,,,
8,7,1018.1,,13.0,,89,3.6,360,,,0.0,,,,
9,8,1018.2,,13.6,,84,4.7,358,,,0.0,,,,
10,9,1018.6,,14.7,,81,3.8,1,,,0.0,,,,
11,10,1019.5,,15.9,,78,4.4,355,,,0.0,,,,
12,11,1018.6,,16.8,,73,4.3,3,,,0.0,,,,
13,12,1017.2,,17.3,,74,4.9,350,,,0.0,,,,
14,13,1015.8,,18.3,,71,3.7,358,,,0.0,,,,
15,14,1014.9,,18.2,,73,4.8,353,,,0.0,,,,
16,15,1014.0,,18.4,,76,5.5,3,,,0.0,,,,
17,16,1013.7,,17.9,,79,5.2,357,,,0.0,,,,
18,17,1013.8,,17.3,,83,4.2,347,,,0.0,,,,
19,18,1015.2,,16.8,,83,3.0,344,,,0.0,,,,
20,19,1015.9,,16.6,,87,3.0,1,,,0.0,,,,
21,20,1016.5,,16.5,,89,2.2,14,,,0.0,,,,
22,21,1016.3,,16.3,,91,2.3,21,,,0.0,,,,
23,22,1016.1,,16.3,,91,1.5,11,,,0.0,,,,
24,23,1015.9,,16.2,,92,1.7,5,,,0.0,,,,
25,24,1014.7,,16.2,,93,3.1,20,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-01-21,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1014.2,,16.1,,93,1.6,335,,,0.0,,,,
3,2,1013.0,,15.8,,95,1.9,24,,,0.0,,,,
4,3,1013.4,,16.0,,95,0.9,253,,,0.0,,,,
5,4,1013.5,,16.0,,95,1.4,356,,,0.0,,,,
6,5,1013.5,,16.5,,93,1.8,23,,,0.0,,,,
7,6,1014.1,,16.4,,94,1.3,356,,,0.0,,,,
8,7,1014.3,,16.4,,95,2.8,9,,,0.0,,,,
9,8,1014.5,,16.7,,95,5.0,11,,,0.0,,,,
10,9,1015.4,,16.1,,99,4.2,347,,,0.5,,,,
11,10,1015.6,,16.1,,98,4.8,4,,,1.5,,,,
12,11,1015.7,,16.2,,96,5.3,341,,,0.0,,,,
13,12,1014.5,,16.5,,96,6.6,10,,,0.0,,,,
14,13,1012.9,,17.9,,90,4.8,25,,,0.0,,,,
15,14,1011.8,,19.1,,86,3.5,15,,,0.5,,,,
16,15,1010.9,,20.2,,81,3.7,8,,,0.0,,,,
17,16,1010.6,,20.1,,83,4.7,356,,,0.0,,,,
18,17,1011.2,,18.5,,87,5.8,355,,,0.0,,,,
19,18,1011.8,,17.0,,91,5.8,1,,,0.0,,,,
20,19,1012.9,,16.6,,92,5.6,351,,,0.0,,,,
21,20,1013.4,,16.0,,91,8.1,6,,,0.0,,,,
22,21,1014.1,,16.0,,88,6.2,6,,,0.0,,,,
23,22,1013.9,,15.6,,90,5.9,7,,,0.0,,,,
24,23,1013.8,,15.1,,91,5.5,2,,,0.0,,,,
25,24,1013.8,,15.0,,92,5.3,1,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-01-22,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1013.6,,14.7,,94,3.4,353,,,0.0,,,,
3,2,1013.3,,14.6,,94,4.1,1,,,0.0,,,,
4,3,1013.3,,14.9,,92,4.7,4,,,0.0,,,,
5,4,1013.1,,15.0,,91,4.1,11,,,0.0,,,,
6,5,1013.1,,15.1,,91,4.4,10,,,0.0,,,,
7,6,1013.3,,15.0,,92,2.1,353,,,0.0,,,,
8,7,1013.5,,15.0,,92,4.8,358,,,0.0,,,,
9,8,1014.2,,15.0,,91,5.3,360,,,0.0,,,,
10,9,1015.1,,15.7,,86,5.3,11,,,0.0,,,,
11,10,1015.4,,17.0,,81,1.7,58,,,0.0,,,,
12,11,1014.3,,17.7,,82,2.1,98,,,0.0,,,,
13,12,1012.8,,18.3,,81,0.7,244,,,0.0,,,,
14,13,1012.0,,19.3,,81,1.9,335,,,0.0,,,,
15,14,1011.3,,19.1,,81,3.0,335,,,0.0,,,,
16,15,1011.1,,18.0,,82,5.1,1,,,0.0,,,,
17,16,1011.3,,17.8,,82,3.4,353,,,0.0,,,,
18,17,1011.2,,17.6,,83,3.5,360,,,0.0,,,,
19,18,1012.0,,17.1,,85,3.9,348,,,0.0,,,,
20,19,1013.0,,16.9,,90,4.3,4,,,0.0,,,,
21,20,1013.7,,16.0,,96,5.5,359,,,0.0,,,,
22,21,1015.1,,15.4,,99,4.7,358,,,2.5,,,,
23,22,1015.3,,15.4,,98,6.3,11,,,0.0,,,,
24,23,1015.0,,15.4,,95,6.9,7,,,0.0,,,,
25,24,1015.2,,15.3,,94,7.3,350,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-01-23,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1015.6,,14.5,,98,10.1,2,,,1.0,,,,
3,2,1016.0,,14.2,,96,7.8,10,,,0.5,,,,
4,3,1015.9,,13.5,,90,8.4,4,,,0.0,,,,
5,4,1015.1,,12.9,,88,11.0,6,,,0.0,,,,
6,5,1015.3,,12.7,,87,11.9,9,,,0.0,,,,
7,6,1015.7,,12.0,,83,13.2,5,,,0.0,,,,
8,7,1016.3,,11.6,,84,11.0,2,,,0.0,,,,
9,8,1017.7,,11.6,,84,11.1,6,,,0.0,,,,
10,9,1018.4,,11.1,,86,13.2,9,,,0.0,,,,
11,10,1019.4,,11.1,,87,10.3,2,,,0.0,,,,
12,11,1019.0,,11.3,,87,11.0,7,,,0.0,,,,
13,12,1018.2,,10.9,,85,13.3,7,,,0.0,,,,
14,13,1018.1,,10.4,,88,12.3,5,,,0.0,,,,
15,14,1018.2,,9.9,,90,11.7,5,,,0.0,,,,
16,15,1018.3,,9.6,,88,11.2,11,,,0.0,,,,
17,16,1018.2,,9.6,,85,12.8,9,,,0.0,,,,
18,17,1018.8,,9.4,,82,11.5,8,,,0.0,,,,
19,18,1020.5,,8.7,,84,11.7,3,,,0.0,,,,
20,19,1021.6,,8.4,,85,13.0,11,,,0.0,,,,
21,20,1021.2,,8.5,,80,11.4,9,,,0.0,,,,
22,21,1021.6,,8.7,,81,9.4,8,,,0.0,,,,
23,22,1021.9,,9.0,,75,11.0,7,,,0.0,,,,
24,23,1023.2,,9.1,,70,10.9,7,,,0.0,,,,
25,24,1023.5,,8.1,,72,11.2,10,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-01-24,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1023.5,,7.7,,73,12.1,3,,,0.0,,,,
3,2,1023.1,,7.5,,66,14.4,6,,,0.0,,,,
4,3,1024.1,,6.2,,78,12.9,9,,,0.0,,,,
5,4,1024.1,,5.6,,81,11.8,9,,,0.5,,,,
6,5,1025.0,,5.4,,80,11.0,4,,,0.0,,,,
7,6,1026.4,,4.9,,85,9.9,6,,,0.0,,,,
8,7,1027.7,,5.0,,80,9.5,16,,,0.5,,,,
9,8,1028.0,,5.0,,84,6.2,14,,,0.5,,,,
10,9,1028.2,,5.0,,86,6.2,349,,,0.0,,,,
11,10,1027.9,,5.3,,77,9.2,4,,,0.0,,,,
12,11,1028.4,,5.4,,67,10.7,7,,,0.0,,,,
13,12,1028.1,,5.5,,61,13.2,13,,,0.0,,,,
14,13,1027.5,,5.5,,59,11.4,11,,,0.0,,,,
15,14,1027.3,,5.5,,55,10.6,11,,,0.0,,,,
16,15,1027.3,,5.3,,58,11.0,4,,,0.0,,,,
17,16,1027.6,,5.0,,63,9.8,9,,,0.0,,,,
18,17,1028.1,,5.0,,60,9.2,9,,,0.0,,,,
19,18,1028.0,,4.6,,62,8.4,4,,,0.0,,,,
20,19,1028.1,,4.5,,63,9.5,360,,,0.0,,,,
21,20,1028.4,,4.8,,57,12.1,6,,,0.0,,,,
22,21,1028.6,,4.8,,60,10.0,4,,,0.0,,,,
23,22,1028.9,,5.0,,57,10.2,9,,,0.0,,,,
24,23,1028.7,,5.3,,58,8.7,7,,,0.0,,,,
25,24,1028.2,,5.6,,57,8.8,10,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-01-25,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1027.9,,5.8,,58,8.1,11,,,0.0,,,,
3,2,1027.3,,5.9,,58,8.5,10,,,0.0,,,,
4,3,1027.2,,5.7,,59,7.9,6,,,0.0,,,,
5,4,1027.3,,5.3,,61,9.5,8,,,0.0,,,,
6,5,1026.5,,5.0,,59,9.7,12,,,0.0,,,,
7,6,1026.6,,4.5,,61,7.8,9,,,0.0,,,,
8,7,1027.4,,4.6,,60,7.6,6,,,0.0,,,,
9,8,1028.1,,5.3,,61,7.2,12,,,0.0,,,,
10,9,1028.3,,6.5,,58,6.8,10,,,0.0,,,,
11,10,1028.4,,7.6,,59,8.4,10,,,0.0,,,,
12,11,1027.7,,9.1,,56,5.9,13,,,0.0,,,,
13,12,1026.8,,10.0,,57,6.2,356,,,0.0,,,,
14,13,1025.2,,11.6,,54,4.9,8,,,0.0,,,,
15,14,1024.0,,12.2,,49,5.3,360,,,0.0,,,,
16,15,1023.4,,12.3,,55,6.6,347,,,0.0,,,,
17,16,1023.4,,11.8,,58,7.2,356,,,0.0,,,,
18,17,1023.8,,10.9,,61,7.7,360,,,0.0,,,,
19,18,1024.1,,9.9,,66,6.2,4,,,0.0,,,,
20,19,1024.5,,9.0,,69,6.1,4,,,0.0,,,,
21,20,1024.9,,8.5,,72,5.9,3,,,0.0,,,,
22,21,1025.5,,8.2,,73,5.3,359,,,0.0,,,,
23,22,1025.7,,8.1,,74,4.7,8,,,0.0,,,,
24,23,1025.6,,7.9,,76,3.8,355,,,0.0,,,,
