觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,全天空日射量  (MJ/㎡)  GloblRad,積溫,成長百分比
16-12-8 20時,1011.2,1014,24,19,74,3.5,20,7.6,40,0,125.05000,0.08317
16-12-8 21時,1011.3,1014.1,23.8,18.6,73,2,360,7.3,360,0,125.51667,0.08349
16-12-8 22時,1011.5,1014.3,23.7,17.6,69,2.3,350,8.3,30,0,125.96042,0.08381
16-12-8 23時,1011.2,1014,23.7,17.2,67,2.3,360,8.8,10,0,126.39583,0.08413
16-12-9 0時,1011,1013.8,23.4,16.7,66,1.7,340,8,360,0,126.81458,0.08445
16-12-9 1時,1010.7,1013.5,23.5,17.2,68,2.9,360,6.3,10,0,127.24583,0.08477
16-12-9 2時,1010.5,1013.3,23.1,17.8,72,2.3,10,7.2,360,0,127.68125,0.08509
16-12-9 3時,1009.9,1012.7,23.1,17.8,72,2.4,10,5.5,30,0,128.11667,0.08541
16-12-9 4時,1009.8,1012.6,23.6,18.4,73,3.1,360,6.3,360,0,128.57500,0.08573
16-12-9 5時,1010.2,1013,23.7,17.9,70,2.8,360,7.8,10,0,129.02500,0.08605
16-12-9 6時,1010.3,1013.1,24,17.2,66,2.6,10,8.8,40,0,129.46667,0.08637
16-12-9 7時,1010.7,1013.5,24.4,17.2,64,7.3,40,15.5,40,0.14,129.91667,0.08669
16-12-9 8時,1011.4,1014.2,25.3,17.3,61,7.4,40,20.3,60,0.61,130.38750,0.08701
16-12-9 9時,1011.4,1014.2,25.9,18.9,65,6.7,50,19.1,40,1.2,130.90417,0.08733
16-12-9 10時,1011.1,1013.9,26.3,19.1,65,6.7,50,17.1,50,1.8,131.43333,0.08765
16-12-9 11時,1010.7,1013.5,26.2,19.3,66,5.8,50,16.4,40,2.04,131.96458,0.08797
16-12-9 12時,1009.7,1012.5,26.5,19.5,65,6.8,60,16.5,80,1.88,132.50625,0.08829
16-12-9 13時,1009.3,1012.1,26,19.4,67,7,50,20,50,1.3,133.03542,0.08861
16-12-9 14時,1008.7,1011.5,26.1,20,69,5.4,60,16.8,60,1.04,133.57917,0.08893
16-12-9 15時,1008.6,1011.4,25.7,19.7,69,7.4,50,16.4,40,0.83,134.10833,0.08925
16-12-9 16時,1008.9,1011.7,25.5,19.5,69,6.5,50,16.1,50,0.6,134.62917,0.08957
16-12-9 17時,1009.1,1011.9,24.8,19.2,71,6.1,60,14.6,60,0.03,135.12917,0.08989
16-12-9 18時,1009.8,1012.6,24.8,19.3,72,7.7,60,17.5,50,0,135.63125,0.09021
16-12-9 19時,1010.3,1013.1,24.7,18.9,70,8.9,50,19.3,40,0,136.12292,0.09053
16-12-9 20時,1010.8,1013.6,23.5,19.5,78,9.4,60,20.8,80,0,136.60208,0.09085
16-12-9 21時,1011.1,1013.9,22.8,19.5,82,7,60,19.9,70,0,137.06667,0.09117
16-12-9 22時,1011.1,1013.9,23.3,18.2,73,9,50,21.2,70,0,137.51458,0.09149
16-12-9 23時,1011.3,1014.1,23.3,17.6,70,9.6,40,20.3,40,0,137.95000,0.09181
16-12-10 0時,1010.8,1013.6,23.8,17.5,68,9,50,21.3,50,0,138.39375,0.09213
16-12-10 1時,1010.4,1013.2,23.9,16.9,65,8.8,50,22.7,70,0,138.82708,0.09245
16-12-10 2時,1010.2,1013,24,16.8,64,7.8,50,21.4,90,0,139.26042,0.09277
16-12-10 3時,1010.2,1013,24,16.7,64,8.1,50,21.1,60,0,139.69167,0.09309
16-12-10 4時,1010.4,1013.2,24.3,16.1,60,8.2,40,20,60,0,140.11667,0.09341
16-12-10 5時,1011.5,1014.3,24.1,16.4,62,5.8,40,17.7,50,0,140.54375,0.09373
16-12-10 6時,1011.8,1014.6,24.1,15.7,59,7.8,40,17.3,40,0,140.95625,0.09405
16-12-10 7時,1012.1,1014.9,24,16.9,65,8.3,50,18.2,40,0,141.39167,0.09437
16-12-10 8時,1012.5,1015.3,24.6,16.1,59,8.6,40,18.2,50,0.5,141.82292,0.09469
16-12-10 9時,1013.6,1016.4,24.9,16.3,59,7.8,40,17.1,50,0.74,142.26458,0.09501
16-12-10 10時,1013.5,1016.3,25.9,16.6,57,7.7,50,18.9,40,1.63,142.73333,0.09533
16-12-10 11時,1013.4,1016.2,26.4,17.8,59,6.7,50,17.1,30,2.23,143.23750,0.09565
16-12-10 12時,1012.7,1015.5,26.7,17.7,58,7.3,50,17.6,60,2.34,143.74583,0.09597
16-12-10 13時,1011.6,1014.4,26.5,17.3,57,6.6,50,16.9,30,2.36,144.24167,0.09629
16-12-10 14時,1011.4,1014.2,26.4,17.9,60,5.6,50,17.5,50,1.81,144.74792,0.09661
16-12-10 15時,1011,1013.8,25.9,16.7,57,6.2,60,15.2,60,1.21,145.21875,0.09693
16-12-10 16時,1011.4,1014.2,25.7,16.7,58,6.3,60,14.4,70,0.88,145.68542,0.09725
16-12-10 17時,1011.9,1014.7,25,16.6,60,4.1,60,12.3,40,0.26,146.13542,0.09757
16-12-10 18時,1011.9,1014.7,24.7,17,62,6.3,50,14.3,70,0,146.58750,0.09789
16-12-10 19時,1012.2,1015,24.7,16.9,62,6.1,60,14.4,30,0,147.03750,0.09821
16-12-10 20時,1012.4,1015.2,24.4,17.4,65,5.8,40,14.8,50,0,147.49167,0.09853
16-12-10 21時,1012.6,1015.4,24.3,16.6,62,6.1,50,13.9,50,0,147.92708,0.09885
16-12-10 22時,1012.6,1015.4,24,17.1,65,5.8,40,15.8,50,0,148.36667,0.09917
16-12-10 23時,1012.4,1015.2,23.8,16.7,64,6.1,50,13.9,60,0,148.79375,0.09949
16-12-11 0時,1012.3,1015.1,24,17,65,7.5,50,15.5,50,0,149.23125,0.09981
16-12-11 1時,1012.1,1014.9,24,17,65,5.9,50,16.2,80,0,149.66875,0.10013
16-12-11 2時,1011.6,1014.4,23.8,17.2,67,5.5,50,15,50,0,150.10625,0.10045
16-12-11 3時,1012,1014.8,23.8,17.2,67,5,50,14.8,50,0,150.54375,0.10077
16-12-11 4時,1011.5,1014.3,23.8,17.1,66,6.6,40,14.8,20,0,150.97917,0.10109
16-12-11 5時,1012.2,1015,23.7,17,66,7,40,15.9,30,0,151.41042,0.10141
16-12-11 6時,1013,1015.8,24,16.2,62,7,50,16.6,40,0,151.83125,0.10173
16-12-11 7時,1013.9,1016.7,23.9,16.8,64,5.4,50,14.3,50,0,152.26250,0.10205
16-12-11 8時,1014.2,1017,24.6,17.3,64,5.5,50,12.9,50,0.39,152.71875,0.10237
16-12-11 9時,1014.1,1016.9,24.8,17.8,65,6.8,40,15.6,10,1.1,153.18958,0.10269
16-12-11 10時,1014,1016.8,25.2,17.2,61,7.5,40,16.3,50,1.76,153.65625,0.10301
16-12-11 11時,1013.5,1016.3,25.7,17.5,61,7,50,18.1,50,2.23,154.13958,0.10333
16-12-11 12時,1012.6,1015.4,26.2,17.8,60,6.7,50,15.4,60,2.4,154.63958,0.10365
16-12-11 13時,1012.3,1015.1,26.1,17.8,60,6.1,40,15.6,50,2.4,155.13750,0.10397
16-12-11 14時,1011.9,1014.7,26.3,17.3,58,6.1,40,13.5,50,1.92,155.62917,0.10429
16-12-11 15時,1011.4,1014.2,25.6,17.2,60,6.8,40,13.7,40,1.47,156.10417,0.10461
16-12-11 16時,1012,1014.8,25.3,17,60,4.8,40,13.4,40,0.91,156.56875,0.10493
16-12-11 17時,1011.9,1014.7,24.5,17.3,64,5.8,40,12,40,0.27,157.02292,0.10525
16-12-11 18時,1011.9,1014.7,24.4,17.1,64,6.6,50,13.9,70,0,157.47083,0.10557
16-12-11 19時,1012.1,1014.9,24.1,17.4,66,5.7,40,12.9,20,0,157.91875,0.10589
16-12-11 20時,1012,1014.8,23.9,17.2,66,6.4,50,16.1,100,0,158.35833,0.10621
16-12-11 21時,1012.4,1015.2,23.8,16.7,64,8.7,60,17.4,70,0,158.78542,0.10653
16-12-11 22時,1012.6,1015.4,23.8,17,66,7,60,16.7,70,0,159.21875,0.10685
16-12-11 23時,1012.3,1015.1,24,16.7,64,6.9,50,18.9,50,0,159.65000,0.10717
16-12-12 0時,1012.1,1014.9,23.9,17.2,66,7.3,60,16.8,70,0,160.08958,0.10749
16-12-12 1時,1011.9,1014.7,23.8,17.2,67,6,50,18.3,80,0,160.52708,0.10781
16-12-12 2時,1011.6,1014.4,23.8,16.5,64,5.1,50,15.1,60,0,160.95000,0.10813
16-12-12 3時,1011.5,1014.3,23.9,16.5,63,5,40,13.9,50,0,161.37500,0.10845
16-12-12 4時,1011.5,1014.3,23.8,16.5,64,4.8,40,12.3,70,0,161.79792,0.10877
16-12-12 5時,1012,1014.8,23.8,16.7,64,4.1,40,10.7,20,0,162.22500,0.10908
16-12-12 6時,1012.5,1015.3,23.9,16.9,65,4.7,40,11.5,30,0,162.65833,0.10940
16-12-12 7時,1013,1015.8,23.9,16.9,65,4.3,50,10.7,40,0,163.09167,0.10972
16-12-12 8時,1013.7,1016.5,24.8,17.3,63,2.8,40,9.8,50,0.47,163.55208,0.11004
16-12-12 9時,1013.7,1016.5,25.8,17.9,62,5.2,50,11.7,70,1.09,164.04583,0.11036
16-12-12 10時,1013.4,1016.2,26.7,18.1,59,5.4,60,14,80,1.73,164.56250,0.11068
16-12-12 11時,1013,1015.8,27.5,18.3,57,4.6,70,12.2,60,2.19,165.10000,0.11100
16-12-12 12時,1012.1,1014.9,27.7,18.7,58,4,60,11.9,60,2.4,165.65000,0.11132
16-12-12 13時,1011.5,1014.3,27.8,19.2,60,3.1,50,9.8,90,2.4,166.21250,0.11164
16-12-12 14時,1011.1,1013.9,26.4,19.1,64,4.2,60,10.4,120,1.27,166.74375,0.11196
16-12-12 15時,1011.1,1013.9,26.7,19.1,63,2.9,50,8.9,70,0,167.28125,0.11228
16-12-12 16時,1011.2,1014,26.3,19.6,67,2.7,20,5.4,80,0.82,167.82083,0.11260
16-12-12 17時,1011.4,1014.2,25.3,19.2,69,2.4,10,6.2,10,0.08,168.33125,0.11292
16-12-12 18時,1011.5,1014.3,24.7,19.3,72,3,10,5.6,10,0,168.83125,0.11324
16-12-12 19時,1012,1014.8,24.2,19.2,74,2,20,5.1,20,0,169.31875,0.11356
16-12-12 20時,1012.5,1015.3,24.1,19,73,1.7,360,4.6,20,0,169.80000,0.11388
16-12-12 21時,1012.5,1015.3,23.8,18.8,74,2.7,20,5.3,30,0,170.27083,0.11420
16-12-12 22時,1012.6,1015.4,23.9,18.7,73,1.8,360,4.5,10,0,170.74167,0.11452
16-12-12 23時,1012.6,1015.4,23.4,18.4,74,1.7,30,4,20,0,171.19583,0.11484
16-12-13 0時,1012.2,1015,24.3,18.8,71,2.2,10,5.6,10,0,171.67708,0.11516
16-12-13 1時,1011.9,1014.7,23.9,19,74,2.1,360,4.7,360,0,172.15417,0.11548
16-12-13 2時,1011.5,1014.3,23.6,19.2,76,0.9,70,4.5,360,0,172.62917,0.11580
16-12-13 3時,1011,1013.8,24,19.1,74,0.1,0,2.6,20,0,173.11042,0.11612
16-12-13 4時,1011,1013.8,23.1,19.7,81,0.5,340,2.9,330,0,173.58542,0.11644
16-12-13 5時,1010.8,1013.6,23.2,19.1,78,0.9,340,2.5,20,0,174.05000,0.11676
16-12-13 6時,1011.2,1014,22.8,19.1,80,1,80,2.8,100,0,174.50625,0.11708
16-12-13 7時,1011.8,1014.6,22.8,19.3,81,0.2,0,3,100,0,174.96667,0.11740
16-12-13 8時,1012,1014.8,25,19.1,70,0.3,280,1.5,340,0.34,175.46875,0.11772
16-12-13 9時,1012.3,1015.1,26.7,19.1,63,1,290,2.4,310,1.07,176.00625,0.11804
16-12-13 10時,1012.1,1014.9,28.1,20.5,63,2.3,90,6.2,90,1.63,176.60208,0.11836
16-12-13 11時,1011.8,1014.6,28.2,20,61,2.9,80,7.1,100,1.89,177.18958,0.11868
16-12-13 12時,1010.8,1013.6,27.5,20.1,64,4.6,90,8.9,100,1.82,177.76458,0.11900
16-12-13 13時,1009.6,1012.4,28.3,20.5,63,3.4,110,7.5,110,2.09,178.36458,0.11932
16-12-13 14時,1009.5,1012.3,28,20.1,62,3.9,80,7.9,110,1.97,178.95000,0.11964
16-12-13 15時,1009.1,1011.9,28.5,20.3,61,2.6,90,6.4,70,1.58,179.55000,0.11996
16-12-13 16時,1009.6,1012.4,27.1,19.8,64,1.7,50,4.8,80,0.85,180.11042,0.12028
16-12-13 17時,1010,1012.8,26,19.5,67,0.2,0,3.4,30,0.18,180.64167,0.12060
16-12-13 18時,1010.5,1013.3,25.1,19.3,70,0.6,160,2.8,360,0,181.15000,0.12092
16-12-13 19時,1011.6,1014.4,25.1,20.1,74,1.9,90,5.3,60,0,181.67500,0.12124
16-12-13 20時,1012.2,1015,24.6,20,76,0.9,120,4.1,60,0,182.18750,0.12156
16-12-13 21時,1012.3,1015.1,24.6,19.9,75,2.1,50,6.3,30,0,182.69792,0.12188
16-12-13 22時,1012.6,1015.4,24.3,19.4,74,2.6,50,8.3,70,0,183.19167,0.12220
16-12-13 23時,1012.7,1015.5,24,19.2,75,3.4,30,8.8,360,0,183.67500,0.12252
16-12-14 0時,1012.9,1015.7,23.7,19.2,76,2,40,9.5,30,0,184.15208,0.12284
16-12-14 1時,1012.9,1015.7,23.4,18.5,74,2,50,7.6,60,0,184.60833,0.12316
16-12-14 2時,1012.8,1015.6,23.4,18.4,74,2.2,70,7.7,30,0,185.06250,0.12348
16-12-14 3時,1012,1014.8,23.4,18.2,73,4.5,40,12.2,10,0,185.51250,0.12380
16-12-14 4時,1012.2,1015,23.2,18.2,73,5.6,20,11.7,10,0,185.95833,0.12412
16-12-14 5時,1012.8,1015.6,23.2,18,73,4,40,9.7,50,0,186.40000,0.12444
16-12-14 6時,1013,1015.8,23.3,18.1,73,3.6,40,11,60,0,186.84583,0.12476
16-12-14 7時,1013.5,1016.3,23.3,17.7,71,5.3,30,13.8,50,0,187.28333,0.12508
16-12-14 8時,1014.2,1017,23.9,18.2,70,6.6,40,14.7,50,0.37,187.74375,0.12540
16-12-14 9時,1014.5,1017.3,24.4,18.5,70,5.6,40,16.9,50,1.07,188.22083,0.12572
16-12-14 10時,1014.6,1017.4,25.1,18.3,66,6.9,40,15.8,50,1.69,188.70833,0.12604
16-12-14 11時,1014.5,1017.3,25.6,18,63,5.3,40,17.5,50,2.11,189.20000,0.12636
16-12-14 12時,1013.8,1016.6,25.9,17.9,61,4.7,40,15.5,60,2.4,189.69583,0.12668
16-12-14 13時,1013.1,1015.9,25.4,17.4,61,6.5,50,13.5,70,2.4,190.17083,0.12700
16-12-14 14時,1012.7,1015.5,25.2,17.2,61,6.3,40,14.4,30,1.88,190.63750,0.12732
16-12-14 15時,1012.5,1015.3,24.9,17.3,63,6.3,50,15.3,30,1.52,191.10000,0.12764
16-12-14 16時,1012.6,1015.4,24.2,16.9,64,6.2,40,13.4,20,0.88,191.53958,0.12796
16-12-14 17時,1013.2,1016,23.6,16.9,66,5.3,50,15.1,50,0.23,191.96667,0.12828
16-12-14 18時,1013.6,1016.4,23.5,16.8,66,7.6,40,13.7,30,0,192.38958,0.12860
16-12-14 19時,1014.1,1016.9,23.3,16.4,65,7.5,50,18.7,50,0,192.80000,0.12892
16-12-14 20時,1014.8,1017.6,23.3,16.2,64,7.2,50,17.4,50,0,193.20625,0.12924
16-12-14 21時,1015.2,1018,23.1,15.8,63,8.5,40,17.6,50,0,193.60000,0.12956
16-12-14 22時,1015.5,1018.3,23,16.6,67,6.8,40,17.1,70,0,194.00833,0.12988
16-12-14 23時,1015.7,1018.5,22.8,16.6,68,7.7,40,16.9,40,0,194.41250,0.13020
16-12-15 0時,1015.5,1018.3,22.5,16.6,69,6.2,50,16.1,50,0,194.81042,0.13052
16-12-15 1時,1015.3,1018.1,22.4,16.1,68,8.8,50,20.1,50,0,195.19583,0.13084
16-12-15 2時,1015.2,1018,22.1,15.8,67,8.2,50,17.9,50,0,195.56875,0.13116
16-12-15 3時,1014.6,1017.4,21.9,16,69,7.5,50,18.6,50,0,195.94167,0.13148
16-12-15 4時,1014.6,1017.4,21.6,15.8,70,6.9,40,18.9,40,0,196.30417,0.13180
16-12-15 5時,1015.3,1018.1,21.8,15.4,67,8.2,50,18.7,60,0,196.66250,0.13212
16-12-15 6時,1015.5,1018.3,21.4,15.3,68,6,40,18.7,50,0,197.01042,0.13244
16-12-15 7時,1016.4,1019.2,21.7,14.8,65,7.4,40,18.6,50,0,197.35417,0.13276
16-12-15 8時,1016.9,1019.7,21.9,15.7,68,8.4,50,18.9,20,0.25,197.72083,0.13308
16-12-15 9時,1017.4,1020.2,22.2,15.5,66,9.5,50,18.4,60,0.86,198.08958,0.13340
16-12-15 10時,1017.4,1020.2,22,15.3,66,9.1,50,19.5,50,1.19,198.45000,0.13372
16-12-15 11時,1016.9,1019.7,22.7,15.1,62,10.6,50,19.9,60,2.28,198.82083,0.13404
16-12-15 12時,1016.4,1019.2,22.8,15,61,9.9,50,19.6,40,2.36,199.19167,0.13436
16-12-15 13時,1015.9,1018.7,22.8,15.3,63,8.6,40,19.3,60,2.38,199.56875,0.13468
16-12-15 14時,1015.8,1018.6,22.5,14.9,62,9.3,50,19,30,1.98,199.93125,0.13500
16-12-15 15時,1016.2,1019,22.4,15,63,9.4,50,18.6,40,1.56,200.29375,0.13532
16-12-15 16時,1016.5,1019.3,21.8,14.8,64,8,40,18.9,60,0.92,200.63958,0.13564
16-12-15 17時,1017.3,1020.1,21.1,14.4,66,8.8,50,17.6,40,0.27,200.96250,0.13596
16-12-15 18時,1017.9,1020.8,20.3,14.3,68,6.5,40,16.1,50,0,201.26667,0.13628
16-12-15 19時,1018.9,1021.8,20.6,13.5,64,9.3,50,17.5,40,0,201.56042,0.13660
16-12-15 20時,1019.3,1022.2,20.6,13.7,65,8.8,40,18.1,50,0,201.85833,0.13692
16-12-15 21時,1019.3,1022.2,20.1,13.6,66,8.6,40,19.9,40,0,202.14375,0.13724
16-12-15 22時,1019.3,1022.2,20.2,13.6,66,9.2,50,20.3,50,0,202.43125,0.13756
16-12-15 23時,1019.2,1022.1,19.9,13.7,67,7,40,20.4,20,0,202.71458,0.13788
16-12-16 0時,1019,1021.9,19.7,13,65,8.1,50,17.4,20,0,202.97917,0.13820
16-12-16 1時,1018.8,1021.7,19.5,12.5,64,7.5,50,18.5,70,0,203.22917,0.13852
16-12-16 2時,1018.7,1021.6,19.6,12.7,64,8.3,50,18.2,40,0,203.48542,0.13884
16-12-16 3時,1018.8,1021.7,19.5,12.7,65,8.6,50,17.5,60,0,203.73958,0.13916
16-12-16 4時,1018.6,1021.5,19.3,12.5,65,7.9,50,21,70,0,203.98542,0.13948
16-12-16 5時,1019.1,1022,19.2,12.7,66,8.4,50,21.6,50,0,204.23333,0.13980
16-12-16 6時,1019.3,1022.2,19.1,12.1,64,9.4,40,22.1,40,0,204.46667,0.14012
16-12-16 7時,1019.6,1022.5,19,12.4,66,7.8,50,18.9,40,0,204.70417,0.14043
16-12-16 8時,1020.3,1023.2,19.4,12.5,64,10.8,50,21.3,70,0.29,204.95208,0.14075
16-12-16 9時,1020.7,1023.6,20.2,11.8,58,9.2,40,21.4,80,1.2,205.20208,0.14107
16-12-16 10時,1020.6,1023.5,20.2,11.5,57,9.4,40,21.6,40,1.47,205.44583,0.14139
16-12-16 11時,1020.2,1023.1,20.8,12.3,58,8.5,50,25,40,2.31,205.71875,0.14171
16-12-16 12時,1019.8,1022.7,21,11.6,55,10.1,50,20.7,50,1.88,205.98125,0.14203
16-12-16 13時,1018.7,1021.6,20.6,12.2,59,10.8,50,20.8,50,2.46,206.24792,0.14235
16-12-16 14時,1018.3,1021.2,20.8,12.1,57,9.6,50,23,50,2,206.51667,0.14267
16-12-16 15時,1018.7,1021.6,20.1,11.6,58,6.9,50,21.1,40,0.84,206.76042,0.14299
16-12-16 16時,1018.9,1021.8,19.7,11.6,60,8,50,18.3,60,0.41,206.99583,0.14331
16-12-16 17時,1019.1,1022,19.5,11.3,59,9.8,50,22.6,40,0,207.22083,0.14363
16-12-16 18時,1019.6,1022.5,19.4,11.5,60,7.3,50,21,50,0,207.44792,0.14395
16-12-16 19時,1019.3,1022.2,19.5,11.3,59,10.4,50,25.7,40,0,207.67292,0.14427
16-12-16 20時,1020,1022.9,19.4,11.5,60,8.4,50,24.9,50,0,207.90000,0.14459
16-12-16 21時,1020.3,1023.2,19.4,11.3,59,9.7,50,23.2,50,0,208.12292,0.14491
16-12-16 22時,1020.2,1023.1,19.3,11.2,59,8.4,50,19.9,70,0,208.34167,0.14523
16-12-16 23時,1019.9,1022.8,19.2,11.2,60,8,50,22.6,60,0,208.55833,0.14555
16-12-17 0時,1019.7,1022.6,19.2,11.6,61,7.8,60,18.6,60,0,208.78333,0.14587
16-12-17 1時,1019.6,1022.5,19,11.8,63,6.9,50,21.9,50,0,209.00833,0.14619
16-12-17 2時,1019.5,1022.4,18.9,11.6,63,7.9,50,17.1,50,0,209.22708,0.14651
16-12-17 3時,1019.5,1022.4,19.2,11.8,62,6.9,50,17.7,90,0,209.45625,0.14683
16-12-17 4時,1019.3,1022.2,19.2,11.3,60,7.4,50,16.9,50,0,209.67500,0.14715
16-12-17 5時,1019.1,1022,19.6,11.6,60,7.8,50,18.2,70,0,209.90833,0.14747
16-12-17 6時,1019.4,1022.3,19.6,11.5,59,7.1,50,18.1,60,0,210.13958,0.14779
16-12-17 7時,1020.2,1023.1,19.6,11.3,59,7.1,40,17.4,40,0,210.36667,0.14811
16-12-17 8時,1020.6,1023.5,20.4,11.6,57,6.8,50,17.6,50,0.41,210.61667,0.14843
16-12-17 9時,1021.2,1024.1,21.2,12.4,57,5.8,50,17.2,30,0.77,210.90000,0.14875
16-12-17 10時,1020.9,1023.7,21.9,13.4,58,6.8,50,17.8,80,1.33,211.21875,0.14907
16-12-17 11時,1020.1,1022.9,22.3,13.2,56,8.1,40,18.1,40,2.04,211.54167,0.14939
16-12-17 12時,1019.5,1022.3,23.1,14.2,57,7,50,21.1,50,2.4,211.90208,0.14971
16-12-17 13時,1018.6,1021.4,22.8,14.2,58,6.4,60,19.1,50,2.36,212.25625,0.15003
16-12-17 14時,1018.5,1021.3,22.8,14.4,59,6.9,50,15.3,60,1.94,212.61458,0.15035
16-12-17 15時,1018.4,1021.2,22.4,13.8,58,7,50,15.9,60,1.41,212.95208,0.15067
16-12-17 16時,1018.4,1021.2,22.2,13.1,56,6.8,60,17.7,70,0.86,213.27083,0.15099
16-12-17 17時,1018.6,1021.4,21.6,13.4,60,6.4,60,15.7,80,0.25,213.58333,0.15131
16-12-17 18時,1018.9,1021.7,21.7,13.8,61,6.3,50,17.4,80,0,213.90625,0.15163
16-12-17 19時,1019,1021.8,21.6,13.8,61,5.9,60,15.9,90,0,214.22708,0.15195
16-12-17 20時,1019.3,1022.1,21.6,13.4,60,6.9,50,15.8,50,0,214.53958,0.15227
16-12-17 21時,1019.6,1022.4,21.7,13.3,59,7.1,60,15.6,70,0,214.85208,0.15259
16-12-17 22時,1019.5,1022.3,21.8,13,57,6,50,14.6,50,0,215.16042,0.15291
16-12-17 23時,1019.2,1022,21.8,13.8,60,5.7,50,13.7,50,0,215.48542,0.15323
16-12-18 0時,1019.1,1021.9,22,13.6,59,7.1,50,14.8,70,0,215.81042,0.15355
16-12-18 1時,1018.7,1021.5,21.9,13.7,60,5.3,50,15.5,50,0,216.13542,0.15387
16-12-18 2時,1018.5,1021.3,21.9,13.5,59,7.9,50,15.5,40,0,216.45625,0.15419
16-12-18 3時,1018.6,1021.4,22.1,14,60,7,50,15.8,40,0,216.79167,0.15451
16-12-18 4時,1018.5,1021.3,22.1,13.3,57,7,40,16.3,10,0,217.11250,0.15483
16-12-18 5時,1019,1021.8,22.1,13.6,59,4.7,40,13.8,60,0,217.43958,0.15515
16-12-18 6時,1019.7,1022.5,22.3,13.8,59,6.7,40,13.8,20,0,217.77500,0.15547
16-12-18 7時,1020.1,1022.9,22.4,13.4,57,6,50,14.8,40,0,218.10417,0.15579
16-12-18 8時,1020.7,1023.5,22.4,13.7,58,5,40,13.7,30,0,218.43958,0.15611
16-12-18 9時,1021.2,1024,23.3,12.9,52,5.9,40,12.6,50,0.33,218.77708,0.15643
16-12-18 10時,1020.5,1023.3,24.8,14,51,6,40,12.4,30,1.63,219.16875,0.15675
16-12-18 11時,1019.6,1022.4,25.8,13.7,47,5.4,40,13.1,50,2.24,219.57500,0.15707
16-12-18 12時,1018.6,1021.4,26.4,14.8,49,3.8,50,13.1,40,2.4,220.01667,0.15739
16-12-18 13時,1017.6,1020.4,26.5,13.7,45,4.4,50,11,20,2.4,220.43750,0.15771
16-12-18 14時,1016.7,1019.5,26.2,14.5,49,5.1,70,11.7,70,2.02,220.86875,0.15803
16-12-18 15時,1016.4,1019.2,25.9,15.1,51,2.7,40,12,60,1.57,221.30625,0.15835
16-12-18 16時,1016.4,1019.2,24.9,15.8,57,4.7,40,9.7,30,0.96,221.73750,0.15867
16-12-18 17時,1016.9,1019.7,23.9,16.3,62,2.6,70,9.3,40,0.28,222.15833,0.15899
16-12-18 18時,1017.2,1020,23.6,16.2,63,4.1,50,10,40,0,222.57083,0.15931
16-12-18 19時,1017.5,1020.3,23.4,16.4,65,4.6,60,10.2,50,0,222.98333,0.15963
16-12-18 20時,1017.5,1020.3,23.7,16.4,64,5.9,50,13.3,60,0,223.40208,0.15995
16-12-18 21時,1017.7,1020.5,23.4,16.5,65,4.7,50,12.9,60,0,223.81667,0.16027
16-12-18 22時,1017.3,1020.1,23.3,14.8,59,6.8,30,12.4,20,0,224.19375,0.16059
16-12-18 23時,1017.5,1020.3,22.6,15.5,64,2.5,10,12.9,60,0,224.57083,0.16091
16-12-19 0時,1017.7,1020.5,22.5,15.4,64,2.9,360,8.3,10,0,224.94375,0.16123
16-12-19 1時,1017.2,1020,22.5,15.5,65,2.2,10,7,360,0,225.31875,0.16155
16-12-19 2時,1016.5,1019.3,22.1,15.8,67,1.7,350,5.3,340,0,225.69167,0.16187
16-12-19 3時,1016,1018.8,22.2,16,68,3.6,360,8,360,0,226.07083,0.16219
16-12-19 4時,1015.9,1018.7,22.3,16.2,68,2.5,350,8.4,340,0,226.45625,0.16251
16-12-19 5時,1016,1018.8,22.6,16.5,68,2.9,10,10.3,350,0,226.85417,0.16283
16-12-19 6時,1016.1,1018.9,22.7,16.3,67,2.5,350,7.5,340,0,227.25000,0.16315
16-12-19 7時,1016.8,1019.6,22.9,16,65,3.8,10,7.1,360,0,227.64375,0.16347
16-12-19 8時,1017.1,1019.9,24.1,16.2,61,2.4,360,9.2,360,0.4,228.06667,0.16379
16-12-19 9時,1017.5,1020.3,25.6,16.5,57,4.2,50,9.5,40,1.05,228.52708,0.16411
16-12-19 10時,1017.1,1019.9,26.5,17.1,56,4.5,40,13,350,1.63,229.01875,0.16443
16-12-19 11時,1016.4,1019.2,26.9,18,58,3.2,40,9.6,50,2.29,229.53750,0.16475
16-12-19 12時,1015.8,1018.6,26.7,18,59,3.9,50,9.7,70,2.22,230.05208,0.16507
16-12-19 13時,1014.8,1017.6,26.5,18.1,60,4.2,40,10.9,40,1.5,230.56458,0.16539
16-12-19 14時,1014,1016.8,27.1,19,61,5.3,80,9.6,100,1.63,231.10833,0.16571
16-12-19 15時,1013.6,1016.4,26.9,19.4,64,2.7,50,11.5,70,1.55,231.65625,0.16603
16-12-19 16時,1013.4,1016.2,26.3,19.1,65,2.3,60,7.5,110,0.74,232.18542,0.16635
16-12-19 17時,1013.7,1016.5,25.1,19.3,70,4.1,70,9.8,90,0.27,232.69375,0.16667
